12.757, 2.520, -9.515, 255
12.713, 3.109, -9.515, 255
12.672, 4.133, -9.515, 255
12.680, 13.800, -9.515, 255
12.768, 14.443, -9.515, 255
12.918, 15.457, -9.515, 255
12.963, 15.562, -9.515, 0
12.974, 15.590, -9.515, 0
12.984, 15.617, -9.515, 0
12.992, 15.641, -9.515, 0
12.998, 15.663, -9.515, 0
13.002, 15.684, -9.515, 0
13.005, 15.702, -9.515, 0
13.006, 15.719, -9.515, 0
13.006, 15.734, -9.515, 0
13.004, 15.747, -9.515, 0
13.000, 15.759, -9.515, 0
12.995, 15.768, -9.515, 0
12.989, 15.776, -9.515, 0
12.981, 15.782, -9.515, 0
12.973, 15.787, -9.515, 0
12.963, 15.790, -9.515, 0
12.952, 15.792, -9.515, 0
12.941, 15.792, -9.515, 0
12.929, 15.791, -9.515, 0
12.916, 15.788, -9.515, 0
12.903, 15.785, -9.515, 0
12.890, 15.780, -9.515, 0
12.877, 15.775, -9.515, 0
12.863, 15.768, -9.515, 0
12.850, 15.760, -9.515, 0
12.837, 15.752, -9.515, 0
12.824, 15.744, -9.515, 0
12.812, 15.734, -9.515, 0
12.801, 15.724, -9.515, 0
12.791, 15.714, -9.515, 0
12.781, 15.704, -9.515, 0
12.773, 15.693, -9.515, 0
12.766, 15.683, -9.515, 0
12.760, 15.672, -9.515, 0
12.756, 15.661, -9.515, 0
12.753, 15.651, -9.515, 0
12.752, 15.641, -9.515, 0
12.753, 15.631, -9.515, 0
12.756, 15.622, -9.515, 0
12.761, 15.613, -9.515, 0
12.767, 15.605, -9.515, 0
12.777, 15.597, -9.515, 0
12.788, 15.590, -9.515, 0
12.801, 15.584, -9.515, 0
12.817, 15.578, -9.515, 0
12.836, 15.573, -9.515, 0
12.856, 15.569, -9.515, 0
12.879, 15.566, -9.515, 0
12.905, 15.564, -9.515, 0
12.933, 15.563, -9.515, 0
12.963, 15.562, -9.515, 255
15.157, 15.569, -9.515, 255
16.016, 15.566, -9.515, 255
16.385, 15.565, -9.515, 255
16.888, 15.558, -9.515, 0
16.918, 15.558, -9.515, 0
16.946, 15.559, -9.515, 0
16.971, 15.560, -9.515, 0
16.993, 15.563, -9.515, 0
17.013, 15.566, -9.515, 0
17.031, 15.570, -9.515, 0
17.046, 15.575, -9.515, 0
17.059, 15.581, -9.515, 0
17.069, 15.587, -9.515, 0
17.077, 15.594, -9.515, 0
17.082, 15.602, -9.515, 0
17.086, 15.610, -9.515, 0
17.087, 15.618, -9.515, 0
17.086, 15.627, -9.515, 0
17.084, 15.636, -9.515, 0
17.080, 15.646, -9.515, 0
17.074, 15.655, -9.515, 0
17.066, 15.665, -9.515, 0
17.057, 15.675, -9.515, 0
17.047, 15.685, -9.515, 0
17.036, 15.694, -9.515, 0
17.024, 15.704, -9.515, 0
17.012, 15.713, -9.515, 0
16.998, 15.722, -9.515, 0
16.984, 15.730, -9.515, 0
16.970, 15.737, -9.515, 0
16.955, 15.744, -9.515, 0
16.941, 15.750, -9.515, 0
16.927, 15.756, -9.515, 0
16.913, 15.760, -9.515, 0
16.899, 15.764, -9.515, 0
16.886, 15.766, -9.515, 0
16.874, 15.767, -9.515, 0
16.863, 15.767, -9.515, 0
16.852, 15.766, -9.515, 0
16.843, 15.763, -9.515, 0
16.835, 15.759, -9.515, 0
16.829, 15.753, -9.515, 0
16.824, 15.746, -9.515, 0
16.820, 15.737, -9.515, 0
16.818, 15.727, -9.515, 0
16.818, 15.715, -9.515, 0
16.820, 15.701, -9.515, 0
16.824, 15.686, -9.515, 0
16.829, 15.669, -9.515, 0
16.837, 15.650, -9.515, 0
16.847, 15.630, -9.515, 0
16.858, 15.607, -9.515, 0
16.872, 15.583, -9.515, 0
16.888, 15.558, -9.515, 255
17.270, 14.956, -9.515, 255
17.311, 14.890, -9.515, 255
17.348, 14.821, -9.515, 255
17.384, 14.752, -9.515, 255
17.417, 14.683, -9.515, 255
17.443, 14.610, -9.515, 255
17.459, 14.533, -9.515, 255
17.531, 12.556, -9.515, 255
17.669, 6.956, -9.515, 255
17.683, 2.675, -9.515, 255
17.610, 1.826, -9.515, 255
17.562, 1.642, -9.515, 0
17.555, 1.613, -9.515, 0
17.549, 1.586, -9.515, 0
17.544, 1.561, -9.515, 0
17.541, 1.539, -9.515, 0
17.539, 1.519, -9.515, 0
17.539, 1.502, -9.515, 0
17.540, 1.487, -9.515, 0
17.542, 1.474, -9.515, 0
17.546, 1.463, -9.515, 0
17.550, 1.454, -9.515, 0
17.556, 1.448, -9.515, 0
17.562, 1.443, -9.515, 0
17.570, 1.441, -9.515, 0
17.578, 1.440, -9.515, 0
17.588, 1.441, -9.515, 0
17.598, 1.444, -9.515, 0
17.608, 1.448, -9.515, 0
17.619, 1.454, -9.515, 0
17.630, 1.461, -9.515, 0
17.642, 1.470, -9.515, 0
17.653, 1.479, -9.515, 0
17.665, 1.489, -9.515, 0
17.676, 1.501, -9.515, 0
17.688, 1.512, -9.515, 0
17.699, 1.525, -9.515, 0
17.709, 1.538, -9.515, 0
17.719, 1.551, -9.515, 0
17.729, 1.564, -9.515, 0
17.737, 1.577, -9.515, 0
17.744, 1.590, -9.515, 0
17.751, 1.602, -9.515, 0
17.756, 1.615, -9.515, 0
17.760, 1.626, -9.515, 0
17.763, 1.637, -9.515, 0
17.764, 1.648, -9.515, 0
17.764, 1.657, -9.515, 0
17.762, 1.665, -9.515, 0
17.758, 1.672, -9.515, 0
17.753, 1.678, -9.515, 0
17.746, 1.683, -9.515, 0
17.736, 1.686, -9.515, 0
17.725, 1.688, -9.515, 0
17.712, 1.688, -9.515, 0
17.697, 1.686, -9.515, 0
17.680, 1.683, -9.515, 0
17.660, 1.678, -9.515, 0
17.639, 1.672, -9.515, 0
17.615, 1.664, -9.515, 0
17.590, 1.654, -9.515, 0
17.562, 1.642, -9.515, 255
17.471, 1.602, -9.515, 255
17.237, 1.588, -9.515, 255
15.839, 1.588, -9.515, 255
13.005, 1.588, -9.515, 255
12.915, 1.640, -9.515, 0
12.889, 1.655, -9.515, 0
12.865, 1.667, -9.515, 0
12.842, 1.678, -9.515, 0
12.822, 1.687, -9.515, 0
12.803, 1.694, -9.515, 0
12.786, 1.699, -9.515, 0
12.772, 1.702, -9.515, 0
12.759, 1.703, -9.515, 0
12.748, 1.703, -9.515, 0
12.738, 1.701, -9.515, 0
12.731, 1.697, -9.515, 0
12.725, 1.692, -9.515, 0
12.721, 1.685, -9.515, 0
12.719, 1.677, -9.515, 0
12.718, 1.668, -9.515, 0
12.718, 1.658, -9.515, 0
12.720, 1.647, -9.515, 0
12.723, 1.635, -9.515, 0
12.727, 1.622, -9.515, 0
12.733, 1.609, -9.515, 0
12.739, 1.595, -9.515, 0
12.746, 1.581, -9.515, 0
12.754, 1.567, -9.515, 0
12.763, 1.553, -9.515, 0
12.772, 1.539, -9.515, 0
12.782, 1.526, -9.515, 0
12.793, 1.513, -9.515, 0
12.803, 1.501, -9.515, 0
12.814, 1.489, -9.515, 0
12.824, 1.479, -9.515, 0
12.835, 1.469, -9.515, 0
12.845, 1.461, -9.515, 0
12.856, 1.454, -9.515, 0
12.866, 1.448, -9.515, 0
12.875, 1.444, -9.515, 0
12.884, 1.442, -9.515, 0
12.892, 1.442, -9.515, 0
12.900, 1.444, -9.515, 0
12.907, 1.447, -9.515, 0
12.913, 1.453, -9.515, 0
12.918, 1.461, -9.515, 0
12.922, 1.471, -9.515, 0
12.925, 1.484, -9.515, 0
12.927, 1.499, -9.515, 0
12.928, 1.516, -9.515, 0
12.928, 1.536, -9.515, 0
12.927, 1.558, -9.515, 0
12.924, 1.583, -9.515, 0
12.920, 1.610, -9.515, 0
12.915, 1.640, -9.515, 255
12.757, 2.520, -9.515, 0
12.755, 2.549, -9.515, 0
12.763, 2.574, -9.515, 0
12.779, 2.595, -9.515, 0
12.804, 2.612, -9.515, 0
12.837, 2.625, -9.515, 0
12.879, 2.634, -9.515, 0
12.929, 2.639, -9.515, 0
12.987, 2.641, -9.515, 0
13.052, 2.639, -9.515, 0
13.126, 2.633, -9.515, 0
13.206, 2.624, -9.515, 0
13.293, 2.612, -9.515, 0
13.387, 2.597, -9.515, 0
13.487, 2.579, -9.515, 0
13.593, 2.558, -9.515, 0
13.705, 2.534, -9.515, 0
13.821, 2.508, -9.515, 0
13.942, 2.480, -9.515, 0
14.067, 2.450, -9.515, 0
14.196, 2.419, -9.515, 0
14.327, 2.386, -9.515, 0
14.462, 2.351, -9.515, 0
14.598, 2.316, -9.515, 0
14.737, 2.280, -9.515, 0
14.876, 2.244, -9.515, 0
15.016, 2.207, -9.515, 0
15.156, 2.171, -9.515, 0
15.296, 2.135, -9.515, 0
15.435, 2.099, -9.515, 0
15.572, 2.064, -9.515, 0
15.708, 2.031, -9.515, 0
15.841, 1.998, -9.515, 0
15.971, 1.967, -9.515, 0
16.097, 1.938, -9.515, 0
16.220, 1.911, -9.515, 0
16.339, 1.886, -9.515, 0
16.453, 1.863, -9.515, 0
16.562, 1.843, -9.515, 0
16.665, 1.826, -9.515, 0
16.763, 1.812, -9.515, 0
16.855, 1.800, -9.515, 0
16.940, 1.792, -9.515, 0
17.018, 1.788, -9.515, 0
17.090, 1.786, -9.515, 0
17.154, 1.788, -9.515, 0
17.211, 1.794, -9.515, 0
17.260, 1.803, -9.515, 0
17.302, 1.816, -9.515, 0
17.336, 1.833, -9.515, 0
17.362, 1.853, -9.515, 255
17.371, 1.862, -9.515, 0
17.393, 1.885, -9.515, 0
17.414, 1.910, -9.515, 0
17.435, 1.937, -9.515, 0
17.455, 1.966, -9.515, 0
17.474, 1.996, -9.515, 0
17.492, 2.028, -9.515, 0
17.510, 2.062, -9.515, 0
17.527, 2.097, -9.515, 0
17.544, 2.134, -9.515, 0
17.559, 2.172, -9.515, 0
17.574, 2.211, -9.515, 0
17.588, 2.251, -9.515, 0
17.601, 2.292, -9.515, 0
17.613, 2.335, -9.515, 0
17.624, 2.377, -9.515, 0
17.634, 2.421, -9.515, 0
17.644, 2.465, -9.515, 0
17.652, 2.509, -9.515, 0
17.660, 2.553, -9.515, 0
17.667, 2.598, -9.515, 0
17.673, 2.642, -9.515, 0
17.677, 2.686, -9.515, 0
17.681, 2.729, -9.515, 0
17.684, 2.772, -9.515, 0
17.686, 2.814, -9.515, 0
17.687, 2.854, -9.515, 0
17.687, 2.894, -9.515, 0
17.686, 2.932, -9.515, 0
17.684, 2.969, -9.515, 0
17.680, 3.005, -9.515, 0
17.676, 3.038, -9.515, 0
17.671, 3.070, -9.515, 0
17.665, 3.099, -9.515, 0
17.658, 3.127, -9.515, 0
17.650, 3.152, -9.515, 0
17.641, 3.174, -9.515, 0
17.631, 3.194, -9.515, 0
17.620, 3.211, -9.515, 0
17.608, 3.226, -9.515, 0
17.595, 3.237, -9.515, 0
17.581, 3.246, -9.515, 0
17.566, 3.251, -9.515, 0
17.550, 3.254, -9.515, 0
17.534, 3.253, -9.515, 0
17.516, 3.249, -9.515, 0
17.498, 3.242, -9.515, 0
17.478, 3.231, -9.515, 0
17.458, 3.217, -9.515, 0
17.437, 3.200, -9.515, 0
17.415, 3.179, -9.515, 255
16.089, 1.853, -9.515, 0
16.066, 1.831, -9.515, 0
16.041, 1.810, -9.515, 0
16.014, 1.790, -9.515, 0
15.986, 1.770, -9.515, 0
15.956, 1.751, -9.515, 0
15.924, 1.733, -9.515, 0
15.891, 1.716, -9.515, 0
15.857, 1.699, -9.515, 0
15.821, 1.684, -9.515, 0
15.784, 1.669, -9.515, 0
15.745, 1.655, -9.515, 0
15.706, 1.642, -9.515, 0
15.666, 1.630, -9.515, 0
15.624, 1.619, -9.515, 0
15.583, 1.609, -9.515, 0
15.540, 1.600, -9.515, 0
15.498, 1.592, -9.515, 0
15.455, 1.584, -9.515, 0
15.412, 1.578, -9.515, 0
15.369, 1.572, -9.515, 0
15.326, 1.568, -9.515, 0
15.283, 1.565, -9.515, 0
15.241, 1.562, -9.515, 0
15.200, 1.561, -9.515, 0
15.160, 1.560, -9.515, 0
15.120, 1.561, -9.515, 0
